	condition	treatment	days	seurat_clusters	clusters	cluster_manual_label
828613	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
546940	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
741896	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
837785	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
610820	day4 unstim	unstim	day4	4	4	GC B cells
600412	day4 unstim	unstim	day4	4	4	GC B cells
768507	day9 unstim	unstim	day9	5	5	Plasmablasts
560860	day4 unstim	unstim	day4	5	5	Plasmablasts
386628	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
54628	day4 unstim	unstim	day4	1	1	Pre-GC
407605	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
650074	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
138683	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
834763	day4 unstim	unstim	day4	4	4	GC B cells
414102	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
158098	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
648081	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
129336	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
749671	day4 unstim	unstim	day4	4	4	GC B cells
883977	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
78687	day4 unstim	unstim	day4	5	5	Plasmablasts
746919	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
388931	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
789287	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
819493	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
355092	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
354174	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
114501	day9 unstim	unstim	day9	4	4	GC B cells
314993	day4 unstim	unstim	day4	4	4	GC B cells
283035	day4 unstim	unstim	day4	4	4	GC B cells
725007	day9 unstim	unstim	day9	5	5	Plasmablasts
812182	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
871333	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
39524	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
432231	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
468	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
543016	day4 unstim	unstim	day4	4	4	GC B cells
72285	day9 unstim	unstim	day9	4	4	GC B cells
26894	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
692382	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
579391	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
673357	day9 unstim	unstim	day9	1	1	Pre-GC
186679	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
756623	day4 unstim	unstim	day4	4	4	GC B cells
186988	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
859466	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
614085	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
36987	day4 unstim	unstim	day4	4	4	GC B cells
414542	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
680553	day9 unstim	unstim	day9	5	5	Plasmablasts
83814	day4 unstim	unstim	day4	4	4	GC B cells
573556	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
854693	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
147560	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
94113	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
24656	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
415200	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
123248	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
586402	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
327406	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
783372	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
4005	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
151922	day4 unstim	unstim	day4	4	4	GC B cells
391485	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
60861	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
177699	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
96278	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
57289	day4 unstim	unstim	day4	4	4	GC B cells
740651	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
414547	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
396007	day4 unstim	unstim	day4	4	4	GC B cells
389012	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
820109	day9 unstim	unstim	day9	4	4	GC B cells
268763	day4 unstim	unstim	day4	4	4	GC B cells
373886	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
442556	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
172051	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
169214	day4 unstim	unstim	day4	4	4	GC B cells
89071	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
582667	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
106365	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
6894	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
644736	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
430300	day9 unstim	unstim	day9	5	5	Plasmablasts
80207	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
367522	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
160264	day9 unstim	unstim	day9	4	4	GC B cells
223496	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
804535	day4 unstim	unstim	day4	4	4	GC B cells
525420	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
252528	day4 unstim	unstim	day4	4	4	GC B cells
794217	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
198503	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
145020	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
760471	day9 unstim	unstim	day9	4	4	GC B cells
570917	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
212959	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
159590	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
41841	day9 unstim	unstim	day9	4	4	GC B cells
328470	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
307579	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
141002	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
277696	day9 unstim	unstim	day9	5	5	Plasmablasts
205181	day4 unstim	unstim	day4	4	4	GC B cells
667669	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
619307	day4 unstim	unstim	day4	4	4	GC B cells
303629	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
187394	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
356692	day9 unstim	unstim	day9	1	1	Pre-GC
359038	day4 unstim	unstim	day4	4	4	GC B cells
569424	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
724753	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
617398	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
687528	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
559221	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
359632	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
159478	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
46348	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
379864	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
218000	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
130971	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
190470	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
592944	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
778252	day4 unstim	unstim	day4	4	4	GC B cells
343300	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
436281	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
692622	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
795086	day4 unstim	unstim	day4	5	5	Plasmablasts
729608	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
88411	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
634732	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
770556	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
488079	day4 unstim	unstim	day4	4	4	GC B cells
139583	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
37545	day4 unstim	unstim	day4	5	5	Plasmablasts
682403	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
166090	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
371061	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
739488	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
805366	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
484700	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
418485	day4 unstim	unstim	day4	4	4	GC B cells
365545	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
140982	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
442036	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
487611	day4 unstim	unstim	day4	4	4	GC B cells
247426	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
407848	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
393220	day9 unstim	unstim	day9	4	4	GC B cells
528268	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
479068	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
652144	day4 unstim	unstim	day4	4	4	GC B cells
798175	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
177944	day9 unstim	unstim	day9	4	4	GC B cells
625240	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
354529	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
32823	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
352357	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
703034	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
8303	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
226929	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
180865	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
227880	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
103220	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
722822	day4 unstim	unstim	day4	4	4	GC B cells
29	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
1122	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
765070	day4 unstim	unstim	day4	4	4	GC B cells
862425	day4 unstim	unstim	day4	4	4	GC B cells
528196	day4 unstim	unstim	day4	4	4	GC B cells
678	day4 unstim	unstim	day4	4	4	GC B cells
501225	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
669941	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
552463	day9 unstim	unstim	day9	4	4	GC B cells
121311	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
702015	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
755295	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
450552	day9 unstim	unstim	day9	1	1	Pre-GC
632508	day4 unstim	unstim	day4	4	4	GC B cells
827110	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
288878	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
573956	day9 unstim	unstim	day9	4	4	GC B cells
471008	day4 unstim	unstim	day4	4	4	GC B cells
776657	day9 unstim	unstim	day9	4	4	GC B cells
248590	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
599805	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
204635	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
443635	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
786	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
249953	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
318093	day4 unstim	unstim	day4	1	1	Pre-GC
320767	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
82835	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
859995	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
779936	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
468521	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
744348	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
45546	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
212799	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
199772	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
820165	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
697806	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
136454	day4 unstim	unstim	day4	4	4	GC B cells
611854	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
241728	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
557051	day9 unstim	unstim	day9	1	1	Pre-GC
397371	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
713334	day4 unstim	unstim	day4	4	4	GC B cells
590456	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
112729	day9 unstim	unstim	day9	4	4	GC B cells
155223	day9 unstim	unstim	day9	1	1	Pre-GC
469060	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
484022	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
876324	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
75353	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
362169	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
332923	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
868820	day9 unstim	unstim	day9	4	4	GC B cells
183840	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
45918	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
624975	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
743475	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
281365	day4 unstim	unstim	day4	4	4	GC B cells
476677	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
553391	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
603154	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
75297	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
260427	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
469391	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
632078	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
858608	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
53342	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
420499	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
42721	day9 unstim	unstim	day9	1	1	Pre-GC
840896	day9 unstim	unstim	day9	1	1	Pre-GC
182322	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
98333	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
732715	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
857549	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
175527	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
386045	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
842515	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
267709	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
521608	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
257534	day4 unstim	unstim	day4	4	4	GC B cells
336512	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
782872	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
256236	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
457778	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
458316	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
784837	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
603981	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
301812	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
608273	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
198889	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
93850	day9 unstim	unstim	day9	1	1	Pre-GC
274629	day4 unstim	unstim	day4	4	4	GC B cells
596161	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
357356	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
600648	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
687102	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
267813	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
611064	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
166464	day9 unstim	unstim	day9	4	4	GC B cells
873088	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
773083	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
350733	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
728544	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
267809	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
329867	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
488888	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
496208	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
306239	day4 unstim	unstim	day4	4	4	GC B cells
195664	day4 unstim	unstim	day4	4	4	GC B cells
90752	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
881264	day4 unstim	unstim	day4	5	5	Plasmablasts
527987	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
160988	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
750869	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
251104	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
389146	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
858565	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
508019	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
443168	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
862029	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
155446	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
344359	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
145493	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
297497	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
426406	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
874754	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
456873	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
486374	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
765110	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
548756	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
732397	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
884687	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
883019	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
12342	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
445403	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
483253	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
178263	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
282584	day9 unstim	unstim	day9	4	4	GC B cells
341900	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
704034	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
557044	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
42273	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
105565	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
465786	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
19392	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
807374	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
840614	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
753054	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
79330	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
83722	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
496344	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
623716	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
639731	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
366406	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
407173	day9 unstim	unstim	day9	4	4	GC B cells
810785	day4 unstim	unstim	day4	4	4	GC B cells
158486	day9 unstim	unstim	day9	1	1	Pre-GC
440885	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
453060	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
521080	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
243748	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
210994	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
466115	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
51985	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
303215	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
789277	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
273121	day4 unstim	unstim	day4	4	4	GC B cells
31056	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
479487	day9 unstim	unstim	day9	4	4	GC B cells
102659	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
64869	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
687599	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
104054	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
69769	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
851463	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
255872	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
225147	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
367584	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
83630	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
147347	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
596699	day4 unstim	unstim	day4	4	4	GC B cells
360543	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
498862	day9 unstim	unstim	day9	4	4	GC B cells
576609	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
880130	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
431754	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
514737	day4 unstim	unstim	day4	4	4	GC B cells
